id,first_name,last_name,bats,throws,weight,height,debut,final_game,birth_year,birth_month,birth_day,birth_city,birth_state,birth_country
8298,Jack,Hiatt,R,R,190,74,1964-09-07,1972-10-03,1942,7,27,Bakersfield,CA,USA
8299,Phil,Hiatt,R,R,200,75,1993-04-07,2001-10-07,1969,5,1,Pensacola,FL,USA
8300,Greg,Hibbard,L,L,180,72,1989-05-31,1994-06-23,1964,9,13,"New Orleans",LA,USA
8301,John,Hibbard,,L,,,1884-07-31,1884-08-02,1864,12,2,Chicago,IL,USA
8302,Jim,Hibbs,R,R,190,72,1967-04-12,1967-05-13,1944,9,10,"Klamath Falls",OR,USA
8303,Bryan,Hickerson,L,L,195,74,1991-07-25,1995-09-23,1963,10,13,Bemidji,MN,USA
8304,Eddie,Hickey,,,,,1901-09-03,1901-09-23,1872,8,18,Cleveland,OH,USA
8305,Jack,Hickey,R,L,170,70,1904-04-16,1904-05-04,1881,11,3,Minneapolis,MN,USA
8306,Jim,Hickey,R,R,204,73,1942-04-25,1944-07-31,1920,10,22,"North Abington",MA,USA
8307,Kevin,Hickey,L,L,170,73,1981-04-14,1991-07-06,1956,2,25,Chicago,IL,USA
8308,Mike,Hickey,R,R,150,70,1899-09-14,1899-09-14,1871,12,25,Chicopee,MA,USA
8310,Charlie,Hickman,R,R,180,69,1897-09-08,1908-07-31,1876,3,4,Taylortown,PA,USA
8311,Ernie,Hickman,,,,,1884-06-07,1884-07-29,1856,,,"East St. Louis",IL,USA
8312,Jesse,Hickman,R,R,186,74,1965-06-05,1966-04-30,1939,2,18,Lecompte,LA,USA
8313,Jim,Hickman,R,R,170,67,1915-09-17,1919-09-27,1892,5,19,"Union City",TN,USA
8314,Jim,Hickman,R,R,192,75,1962-04-14,1974-07-14,1937,5,10,Henning,TN,USA
8317,Buddy,Hicks,B,R,170,70,1956-04-17,1956-07-18,1927,2,15,Belvedere,CA,USA
8318,Jim,Hicks,R,R,205,75,1964-09-19,1970-04-20,1939,5,18,"Claiborne County",MS,USA
8319,Joe,Hicks,L,R,180,72,1959-09-18,1963-09-29,1933,4,7,Ivy,VA,USA
8322,Nat,Hicks,R,R,186,73,1872-04-22,1877-06-05,1845,4,19,Hempstead,NY,USA
8323,Richard,Hidalgo,R,R,220,75,1997-09-01,2005-08-04,1975,6,28,Caracas,"Distrito Federal",Venezuela
8326,Kirby,Higbe,R,R,190,71,1937-10-03,1950-07-07,1915,4,8,Columbia,SC,USA
8327,Mahlon,Higbee,R,R,165,71,1922-09-27,1922-10-01,1901,8,16,Louisville,KY,USA
8328,,Higby,,,,,1872-09-18,1872-09-18,,,,,,
8329,Bill,Higdon,L,R,193,73,1949-09-10,1949-10-02,1924,4,27,"Camp Hill",AL,USA
8330,Bill,Higgins,,R,155,69,1888-08-09,1890-10-02,1859,12,4,Camden,DE,USA
8331,Bob,Higgins,R,R,176,68,1909-09-13,1912-05-02,1886,9,23,Fayetteville,TN,USA
8332,Bobby,Higginson,L,R,180,71,1995-04-26,2005-05-05,1970,8,18,Philadelphia,PA,USA
8333,Dennis,Higgins,R,R,180,75,1966-04-12,1972-08-26,1939,8,4,"Jefferson City",MO,USA
8334,Eddie,Higgins,R,R,174,72,1909-05-14,1910-07-31,1888,3,18,Nevada,IL,USA
8335,Irv,Higginbotham,R,R,196,73,1906-08-11,1909-09-11,1882,4,26,Homer,NE,USA
8336,Kevin,Higgins,L,R,175,71,1993-05-29,1993-10-03,1967,1,22,"San Gabriel",CA,USA
8337,Mark,Higgins,R,R,210,74,1989-09-07,1989-09-24,1963,7,9,Miami,FL,USA
8338,Pinky,Higgins,R,R,185,73,1930-06-25,1946-09-29,1909,5,27,"Red Oak",TX,USA
8340,Dick,Higham,L,R,171,68,1871-06-01,1880-05-25,1851,7,24,Ipswich,Suffolk,"United Kingdom"
8341,Andy,High,L,R,155,66,1922-04-12,1934-09-30,1897,11,21,Ava,IL,USA
8342,Charlie,High,L,R,170,69,1919-09-05,1920-10-01,1898,12,1,Ava,IL,USA
8343,Ed,High,,L,,,1901-07-04,1901-08-05,1873,10,26,Baltimore,MD,USA
8344,Hugh,High,L,L,155,67,1913-04-11,1918-05-22,1887,10,24,Pottstown,PA,USA
8345,Teddy,Higuera,B,L,178,70,1985-04-23,1994-08-09,1957,11,9,"Los Mochis",Sinaloa,Mexico
8346,John,Hiland,L,L,165,68,1885-08-20,1885-08-22,1860,9,,Baltic,CT,USA
8347,Walter,Hilcher,R,R,174,72,1931-09-17,1936-07-05,1909,2,28,Chicago,IL,USA
8348,,Hillebrand,,,,,1902-08-29,1902-08-29,,,,,,
8349,George,Hildebrand,R,R,170,68,1902-04-17,1902-04-28,1878,9,6,"San Francisco",CA,USA
8350,Oral,Hildebrand,R,R,175,75,1931-09-08,1940-07-28,1907,4,7,Indianapolis,IN,USA
8351,Palmer,Hildebrand,R,R,170,70,1913-05-14,1913-09-07,1884,12,23,Shauck,OH,USA
8353,Tom,Hilgendorf,B,L,187,73,1969-08-15,1975-09-28,1942,3,10,Clinton,IA,USA
8354,Erik,Hiljus,R,R,230,77,1999-09-10,2002-05-29,1972,12,25,"Panorama City",CA,USA
8356,Belden,Hill,R,R,170,70,1890-08-27,1890-09-04,1864,8,24,Kewanee,IL,USA
8357,Bill,Hill,B,L,201,73,1896-04-18,1899-09-13,1874,8,2,Chattanooga,TN,USA
8359,Carmen,Hill,R,R,180,73,1915-08-24,1930-05-04,1895,10,1,Royalton,MN,USA
8361,Dave,Hill,R,L,170,74,1957-08-22,1957-08-26,1937,11,11,"New Orleans",LA,USA
8363,Donnie,Hill,B,R,160,70,1983-07-25,1992-07-11,1960,11,12,Pomona,CA,USA
8364,Chuck,Hiller,L,R,170,71,1961-04-11,1968-06-02,1934,10,1,Johnsburg,IL,USA
8365,Ed,Hilley,R,R,170,70,1903-09-29,1903-09-29,1879,6,17,Cleveland,OH,USA
8366,Frank,Hiller,R,R,200,72,1946-05-25,1953-06-23,1920,7,13,Irvington,NJ,USA
8367,Homer,Hillebrand,R,L,165,68,1905-04-24,1908-04-24,1879,10,10,Freeport,IL,USA
8368,Hob,Hiller,R,R,162,68,1920-04-22,1921-04-14,1893,5,12,"East Mauch Chunk",PA,USA
8369,John,Hiller,R,L,185,73,1965-09-06,1980-05-27,1943,4,8,Toronto,ON,CAN
8370,Shawn,Hillegas,R,R,205,75,1987-08-09,1993-07-17,1964,8,21,"Dos Palos",CA,USA
8371,Shea,Hillenbrand,R,R,200,73,2001-04-02,2007-09-20,1975,7,27,Mesa,AZ,USA
8372,Garry,Hill,R,R,195,74,1969-06-12,1969-06-12,1946,11,3,Rutherfordton,NC,USA
8374,Glenallen,Hill,R,R,210,75,1989-07-31,2001-05-31,1965,3,22,"Santa Cruz",CA,USA
8375,Herbert,Hill,R,R,175,71,1915-07-17,1915-07-17,1891,8,19,Dallas,TX,USA
8376,Herman,Hill,L,R,190,74,1969-09-02,1970-10-01,1945,10,12,Tuskegee,AL,USA
8377,Hunter,Hill,R,R,,71,1903-05-09,1905-09-05,1879,6,21,Austin,TX,USA
8378,Hugh,Hill,L,R,168,71,1903-05-01,1904-10-09,1879,7,21,Ringgold,GA,USA
8379,Mack,Hillis,R,R,165,70,1924-09-13,1928-09-27,1901,7,23,Cambridge,MA,USA
8381,Jesse,Hill,R,R,165,69,1935-04-17,1937-10-03,1907,1,20,Yates,MO,USA
8383,Ken,Hill,R,R,200,76,1988-09-03,2001-04-18,1965,12,14,Lynn,MA,USA
8385,Marc,Hill,R,R,205,75,1973-09-28,1986-05-25,1952,2,18,Elsberry,MO,USA
8386,Dave,Hillman,R,R,168,71,1955-04-30,1962-06-22,1927,9,14,Dungannon,VA,USA
8387,Eric,Hillman,L,L,235,82,1992-05-18,1994-05-30,1966,4,27,Gary,IN,USA
8388,Milt,Hill,R,R,180,72,1991-08-01,1994-07-16,1965,8,22,Atlanta,GA,USA
8390,Oliver,Hill,L,R,178,71,1939-04-19,1939-04-22,1909,10,16,"Powder Springs",GA,USA
8392,Cliff,Hill,B,L,,,1917-04-21,1917-04-21,1893,1,20,Marshall,TX,USA
8398,Pat,Hilly,R,R,180,71,1914-05-07,1914-09-26,1887,2,22,Fostoria,OH,USA
8399,Charlie,Hilsey,,,180,67,1883-09-27,1884-06-16,1864,3,23,Philadelphia,PA,USA
8400,Dave,Hilton,R,R,191,71,1972-09-10,1975-04-27,1950,9,15,Uvalde,TX,USA
8401,Howard,Hilton,R,R,230,75,1990-04-09,1990-04-11,1964,1,3,Oxnard,CA,USA
8402,Jack,Himes,L,R,180,74,1905-09-18,1906-05-30,1878,9,22,Bryan,OH,USA
8404,"A. J.",Hinch,R,R,195,73,1998-04-01,2004-09-24,1974,5,15,Waverly,IA,USA
8405,Bill,Hinchman,R,R,190,71,1905-09-24,1920-07-23,1883,4,4,Philadelphia,PA,USA
8406,Brett,Hinchliffe,R,R,190,77,1999-04-05,2001-04-26,1974,7,21,Detroit,MI,USA
8407,Harry,Hinchman,B,R,165,71,1907-07-29,1907-08-14,1878,8,4,Philadelphia,PA,USA
8409,Sam,Hinds,R,R,215,78,1977-05-21,1977-09-04,1953,7,11,Frederick,MD,USA
8410,Hunkey,Hines,R,R,165,67,1895-05-16,1895-05-18,1867,9,29,Elgin,IL,USA
8411,Mike,Hines,R,L,176,70,1883-05-01,1888-08-18,1862,9,,,,Ireland
8412,Paul,Hines,R,R,173,69,1872-04-20,1891-07-03,1855,3,1,,VA,USA
8413,Gordie,Hinkle,R,R,185,72,1934-04-19,1934-09-30,1905,4,3,Toronto,OH,USA
8415,Dutch,Hinrichs,R,R,195,75,1910-06-25,1910-07-08,1889,4,27,Orange,CA,USA
8416,Paul,Hinrichs,R,R,180,72,1951-05-16,1951-06-21,1925,8,31,Marengo,IA,USA
8418,George,Hinshaw,R,R,185,72,1982-09-19,1983-10-02,1959,10,23,"Los Angeles",CA,USA
8420,Jerry,Hinsley,R,R,165,71,1964-04-18,1967-09-22,1945,4,9,Hugo,OK,USA
8421,Paul,Hinson,R,R,150,70,1928-04-19,1928-05-30,1904,5,9,Vanleer,TN,USA
8422,Chuck,Hinton,R,R,180,73,1961-05-14,1971-09-28,1934,5,3,"Rocky Mount",NC,USA
8423,John,Hinton,R,R,200,72,1901-06-03,1901-06-07,1876,6,19,Pittsburgh,PA,USA
8424,Rich,Hinton,L,L,185,74,1971-07-17,1979-09-27,1947,5,22,Tucson,AZ,USA
8425,Tommy,Hinzo,B,R,170,70,1987-07-16,1989-10-01,1964,6,18,"San Diego",CA,USA
8426,Herb,Hippauf,R,L,180,72,1966-04-27,1966-05-03,1939,5,9,"New York",NY,USA
8429,Gene,Hiser,L,L,175,71,1971-08-20,1975-09-23,1948,12,11,Baltimore,MD,USA
8430,Larry,Hisle,R,R,193,74,1968-04-10,1982-05-06,1947,5,5,Portsmouth,OH,USA
8431,Harley,Hisner,R,R,185,73,1951-09-30,1951-09-30,1926,11,6,Maples,IN,USA
8432,Billy,Hitchcock,R,R,185,73,1942-04-14,1953-08-27,1916,7,31,Inverness,AL,USA
8433,Jim,Hitchcock,R,R,175,71,1938-08-24,1938-10-01,1911,6,28,Inverness,AL,USA
8434,Sterling,Hitchcock,L,L,200,73,1992-09-11,2004-08-22,1971,4,29,Fayetteville,NC,USA
8435,Bruce,Hitt,R,R,190,73,1917-09-23,1917-09-30,1897,3,14,Comanche,TX,USA
8436,Lloyd,Hittle,R,L,164,70,1949-06-12,1950-06-11,1924,2,21,Acampo,CA,USA
8437,Roy,Hitt,L,L,200,70,1907-04-27,1907-10-05,1884,6,22,Carleton,NE,USA
8440,Myril,Hoag,R,R,180,71,1931-04-15,1945-09-16,1908,3,9,Davis,CA,USA
8441,Don,Hoak,R,R,170,73,1954-04-18,1964-05-12,1928,2,5,Roulette,PA,USA
8442,Ed,Hobaugh,R,R,176,72,1961-04-19,1963-09-27,1934,6,27,Kittanning,PA,USA
8443,Glen,Hobbie,R,R,195,74,1957-09-20,1964-07-25,1936,4,24,Witt,IL,USA
8444,Bill,Hobbs,R,R,155,69,1913-08-09,1916-08-27,1893,5,7,"Grants Lick",KY,USA
8445,John,Hobbs,R,L,190,75,1981-08-31,1981-09-24,1955,11,11,Philadelphia,PA,USA
8446,Dick,Hoblitzell,L,R,172,72,1908-09-05,1918-06-07,1888,10,26,Waverly,WV,USA
8447,Butch,Hobson,R,R,193,73,1975-09-07,1982-08-03,1951,8,17,Tuscaloosa,AL,USA
8449,Harry,Hoch,R,R,165,70,1908-04-16,1915-06-24,1887,1,9,Woodside,DE,USA
8450,Chuck,Hockenbery,B,R,195,73,1975-07-04,1975-09-15,1950,12,15,"La Crosse",WI,USA
8451,Ed,Hock,L,R,165,70,1920-07-08,1924-06-01,1899,3,27,"Franklin Furnace",OH,USA
8452,George,Hockette,L,L,174,72,1934-09-17,1935-08-05,1908,4,7,Perth,MS,USA
8453,Oris,Hockett,L,R,182,69,1938-09-04,1945-09-07,1909,9,29,Bluffton,IN,USA
8454,Denny,Hocking,B,R,180,70,1993-09-10,2005-09-28,1970,4,2,Torrance,CA,USA
8455,Johnny,Hodapp,R,R,185,72,1925-08-19,1933-09-23,1905,9,26,Cincinnati,OH,USA
8456,Mel,Hoderlein,B,R,185,70,1951-08-16,1954-06-06,1923,6,24,"Mount Carmel",OH,USA
8457,Charlie,Hodes,,R,175,71,1871-05-08,1874-07-13,1848,,,"New York",NY,USA
8458,Bert,Hodges,L,R,170,71,1942-04-14,1942-04-26,1917,5,25,Knoxville,TN,USA
8459,Ed,Hodge,L,L,192,74,1984-05-01,1984-09-28,1958,4,19,Bellflower,CA,USA
8460,Gil,Hodges,R,R,200,73,1943-10-03,1963-05-05,1924,4,4,Princeton,IN,USA
8461,Gomer,Hodge,B,R,185,74,1971-04-06,1971-09-26,1944,4,3,Rutherfordton,NC,USA
8462,Kevin,Hodges,R,R,200,76,2000-04-24,2000-09-30,1973,6,24,Houston,TX,USA
8463,Ron,Hodges,L,R,185,73,1973-06-13,1984-09-30,1949,6,22,"Rocky Mount",VA,USA
8464,Shovel,Hodge,L,R,190,76,1920-09-06,1922-09-05,1893,7,6,Clayton,AL,USA
8466,Ralph,Hodgin,L,R,167,70,1939-04-19,1948-10-03,1915,2,10,Greensboro,NC,USA
8467,Paul,Hodgson,R,R,190,74,1980-08-31,1980-10-05,1960,4,14,Montreal,QC,CAN
8468,Eli,Hodkey,L,L,185,76,1946-09-12,1946-09-28,1917,11,3,Lorain,OH,USA
8469,Charlie,Hodnett,,,,,1883-05-03,1884-07-03,1860,,,Dubuque,IA,USA
8470,George,Hodson,R,R,150,67,1894-08-09,1895-05-22,1868,6,,,PA,USA
8471,Billy,Hoeft,L,L,180,75,1952-04-18,1966-09-25,1932,5,17,Oshkosh,WI,USA
8473,Art,Hoelskoetter,R,R,,74,1905-09-10,1908-10-03,1882,9,30,"St. Louis",MO,USA
8474,Joe,Hoerner,R,L,200,73,1963-09-27,1977-08-05,1936,11,12,Dubuque,IA,USA
8476,Lefty,Hoerst,L,L,192,75,1940-04-26,1947-09-21,1917,8,11,Philadelphia,PA,USA
8479,Jack,Hoey,L,L,185,69,1906-06-27,1908-10-07,1881,11,10,Watertown,MA,USA
8481,Red,Hoff,L,L,162,69,1911-09-06,1915-10-02,1891,5,8,Ossining,NY,USA
8482,Bill,Hoffer,R,R,155,69,1895-04-26,1901-07-04,1870,11,8,"Cedar Rapids",IA,USA
8483,Stew,Hofferth,R,R,195,74,1944-04-19,1946-06-15,1913,1,27,Logansport,IN,USA
8484,Bill,Hoffman,L,L,170,69,1939-08-13,1939-08-26,1918,3,3,Philadelphia,PA,USA
8485,Danny,Hoffman,L,L,175,69,1903-04-20,1911-05-25,1880,3,2,Canton,CT,USA
8486,Clarence,Hoffman,R,R,175,72,1929-04-23,1929-10-06,1904,1,28,Freeburg,IL,USA
8487,Frank,Hoffman,,R,163,69,1888-08-13,1888-10-10,1862,,,,MS,USA
8488,Glenn,Hoffman,R,R,175,73,1980-04-12,1989-09-23,1958,7,7,Orange,CA,USA
8489,Guy,Hoffman,L,L,175,69,1979-07-04,1988-09-21,1956,7,9,Ottawa,IL,USA
8490,Sonny,Hoffman,,,,,1879-05-10,1879-07-19,1853,,,Cleveland,OH,USA
8491,Izzy,Hoffman,L,L,160,69,1904-04-14,1907-10-05,1875,1,5,Bridgeport,NJ,USA
8493,Jesse,Hoffmeister,,R,,,1897-07-24,1897-10-02,1877,3,17,Toledo,OH,USA
8495,John,Hoffman,L,R,190,72,1964-07-30,1965-10-03,1943,10,31,Aberdeen,SD,USA
8496,Larry,Hoffman,R,R,175,68,1901-07-04,1901-07-09,1878,7,18,Chicago,IL,USA
8497,Ray,Hoffman,L,R,175,72,1942-08-30,1942-09-06,1917,6,14,Detroit,MI,USA
8498,Tex,Hoffman,L,R,195,69,1915-07-11,1915-07-20,1893,11,30,"San Antonio",TX,USA
8499,Trevor,Hoffman,R,R,200,73,1993-04-06,2010-09-29,1967,10,13,Bellflower,CA,USA
8500,John,Hofford,,,168,72,1885-09-26,1886-07-24,1863,5,25,Philadelphia,PA,USA
8503,Bobby,Hofman,R,R,160,70,1949-04-19,1957-05-05,1925,10,5,"St. Louis",MO,USA
8504,Fred,Hofmann,R,R,175,71,1919-09-26,1928-09-27,1894,6,10,"St. Louis",MO,USA
8505,Solly,Hofman,R,R,160,72,1903-07-28,1916-08-25,1882,10,29,"St. Louis",MO,USA
8506,Bob,Hogan,R,,153,67,1882-07-05,1882-07-05,1860,4,6,"St. Louis",MO,USA
8507,Mortimer,Hogan,R,R,,,1884-09-27,1888-10-17,1862,2,,,IL,USA
8508,George,Hogan,R,R,160,72,1914-04-18,1914-05-06,1885,9,25,Marion,OH,USA
8509,Malachi,Hogan,,,,,1901-08-13,1901-08-13,1878,4,16,Broadway,OH,USA
8510,Kenny,Hogan,L,R,145,69,1921-10-02,1924-05-30,1902,10,9,Cleveland,OH,USA
8511,Marty,Hogan,R,R,145,68,1894-08-06,1895-04-24,1869,10,25,Wednesbury,"West Midlands","United Kingdom"
8512,Shanty,Hogan,R,R,240,73,1925-06-23,1937-06-13,1906,3,21,Somerville,MA,USA
8513,Willie,Hogan,R,R,175,70,1911-04-12,1912-10-06,1884,9,14,"North San Juan",CA,USA
8514,Bert,Hogg,R,R,162,71,1934-06-01,1934-06-02,1913,4,21,Detroit,MI,USA
8515,Bill,Hogg,R,R,200,72,1905-04-25,1908-10-02,1881,9,11,"Port Huron",MI,USA
8516,Brad,Hogg,R,R,185,72,1911-09-01,1919-09-27,1889,3,26,"Buena Vista",GA,USA
8517,George,Hogreiver,R,R,160,68,1895-04-24,1901-09-13,1869,3,17,Cincinnati,OH,USA
8518,Elon,Hogsett,L,L,190,72,1929-09-18,1944-06-03,1903,11,2,Brownell,KS,USA
8519,Bobby,Hogue,R,R,195,70,1948-04-24,1952-09-27,1921,4,5,Miami,FL,USA
8520,Cal,Hogue,R,R,185,72,1952-07-15,1954-04-24,1927,10,24,Dayton,OH,USA
8521,Bill,Hohman,R,R,178,72,1927-08-24,1927-09-30,1903,11,27,Brooklyn,MD,USA
8522,Eddie,Hohnhorst,L,L,175,73,1910-09-10,1912-05-23,1885,1,31,Covington,KY,USA
8523,Chris,Hoiles,R,R,195,72,1989-04-25,1998-09-27,1965,3,20,"Bowling Green",OH,USA
8525,Aaron,Holbert,R,R,160,72,1996-04-14,2005-10-02,1973,1,9,Torrance,CA,USA
8526,Bill,Holbert,R,R,197,,1876-09-05,1888-07-12,1855,3,14,Baltimore,MD,USA
8527,Ray,Holbert,R,R,170,72,1994-05-02,2000-06-18,1970,9,25,Torrance,CA,USA
8528,Wally,Holborow,R,R,187,71,1944-09-27,1948-10-02,1913,11,30,"New York",NY,USA
8529,Sammy,Holbrook,R,R,189,71,1935-04-25,1935-09-29,1910,7,17,Meridian,MS,USA
8530,Ken,Holcombe,R,R,169,71,1945-04-27,1953-05-10,1918,8,23,Burnsville,NC,USA
8531,Bill,Holden,R,R,170,72,1913-09-11,1914-09-25,1889,9,7,Birmingham,AL,USA
8533,Joe,Holden,L,R,175,68,1934-06-14,1936-04-21,1913,6,4,"St. Clair",PA,USA
8535,David,Holdridge,R,R,190,75,1998-08-08,1998-09-27,1969,2,5,Wayne,MI,USA
8536,Fred,Holdsworth,R,R,190,73,1972-07-27,1980-09-21,1952,5,29,Detroit,MI,USA
8537,Jim,Holdsworth,R,R,195,72,1872-05-14,1884-06-09,1850,7,14,"New York",NY,USA
8539,Walter,Holke,B,L,185,73,1914-10-06,1925-09-23,1892,12,25,"St. Louis",MO,USA
8540,Al,Holland,R,L,207,71,1977-09-05,1987-08-09,1952,8,16,Roanoke,VA,USA
8541,Bill,Hollahan,R,R,165,68,1920-09-27,1920-10-03,1896,11,22,"New York",NY,USA
8542,Bill,Holland,L,L,190,73,1939-09-17,1939-09-26,1915,6,4,Varina,NC,USA
8544,Dutch,Holland,R,R,190,73,1932-08-16,1934-08-10,1903,10,12,Middlesex,NC,USA
8547,Mul,Holland,R,R,185,76,1926-05-25,1929-07-29,1903,1,6,Franklin,VA,USA
8548,Todd,Hollandsworth,L,L,193,74,1995-04-25,2006-09-30,1973,4,20,Dayton,OH,USA
8549,Will,Holland,,,180,70,1889-07-10,1889-10-12,1862,,,Georgetown,DE,USA
8550,Ed,Holley,R,R,195,73,1928-05-24,1934-08-08,1899,7,23,Benton,KY,USA
8551,Gary,Holle,R,L,210,78,1979-06-02,1979-06-14,1954,8,11,Watervliet,NY,USA
8552,Al,Hollingsworth,L,L,174,72,1935-04-16,1946-09-22,1908,2,25,"St. Louis",MO,USA
8553,Bonnie,Hollingsworth,R,R,170,70,1922-05-30,1928-07-18,1895,12,26,Jacksboro,TN,USA
8554,Bug,Holliday,R,R,151,71,1889-04-17,1898-06-30,1867,2,8,"St. Louis",MO,USA
8555,Carl,Holling,R,R,172,73,1921-04-19,1922-09-21,1896,7,9,Dixon,CA,USA
8556,Dave,Hollins,B,R,195,73,1990-04-12,2002-09-25,1966,5,25,Buffalo,NY,USA
8557,Damon,Hollins,R,L,180,71,1998-04-24,2006-10-01,1974,6,12,Fairfield,CA,USA
8558,Holly,Hollingshead,,,,,1872-04-20,1875-06-09,1853,1,17,Washington,DC,USA
8559,Jessie,Hollins,R,R,190,75,1992-09-19,1992-09-28,1970,1,27,Conroe,TX,USA
8560,John,Hollison,R,L,162,68,1892-08-13,1892-08-13,1870,5,3,Chicago,IL,USA
8563,Stan,Hollmig,R,R,190,74,1949-04-19,1951-09-26,1926,1,2,Fredericksburg,TX,USA
8564,Bobo,Holloman,R,R,207,74,1953-04-18,1953-07-19,1923,3,7,Thomaston,GA,USA
8565,Charlie,Hollocher,L,R,154,67,1918-04-16,1924-08-20,1896,6,11,"St. Louis",MO,USA
8567,Jim,Holloway,R,R,165,73,1929-05-17,1929-07-17,1908,9,22,Plaquemine,LA,USA
8569,Ken,Holloway,R,R,185,72,1922-08-27,1930-09-19,1897,8,8,"Thomas County",GA,USA
8570,Ed,Holly,R,R,165,70,1906-09-13,1915-06-06,1879,7,6,Chicago,IL,USA
8571,Jeff,Holly,L,L,210,77,1977-05-01,1979-04-28,1953,3,1,"San Pedro",CA,USA
8572,Brian,Holman,R,R,185,76,1988-06-25,1991-09-22,1965,1,25,Denver,CO,USA
8573,Brad,Holman,R,R,205,77,1993-07-04,1993-10-02,1968,2,9,"Kansas City",MO,USA
8574,Gary,Holman,L,L,200,73,1968-06-26,1969-06-18,1944,1,25,"Long Beach",CA,USA
8575,Scott,Holman,R,R,190,73,1980-09-20,1983-09-29,1958,9,18,"Santa Paula",CA,USA
8576,Shawn,Holman,R,R,185,74,1989-09-05,1989-09-23,1964,11,10,Sewickley,PA,USA
8578,Billy,Holm,R,R,168,70,1943-09-24,1945-09-30,1912,7,21,Chicago,IL,USA
8579,Chick,Holmes,,R,,,1918-06-27,1918-07-01,1896,3,22,Charleston,NJ,USA
8581,Darren,Holmes,R,R,199,72,1990-09-01,2003-09-27,1966,4,25,Asheville,NC,USA
8582,Ducky,Holmes,L,R,170,66,1895-08-08,1905-09-29,1869,1,28,"Des Moines",IA,USA
8583,Ducky,Holmes,R,R,160,70,1906-04-18,1906-05-02,1883,7,8,Dayton,OH,USA
8584,Fred,Holmes,R,R,145,67,1903-08-23,1904-04-24,1878,7,1,Chicago,IL,USA
8585,Jim,Holmes,,,,,1906-09-08,1908-10-07,1881,8,2,Lawrenceburg,KY,USA
8586,Tommy,Holmes,L,L,180,70,1942-04-14,1952-09-28,1917,3,29,Brooklyn,NY,USA
8588,Wattie,Holm,R,R,160,69,1924-04-15,1932-08-10,1901,12,28,Peterson,IA,USA
8589,Herm,Holshouser,R,R,170,72,1930-04-15,1930-09-16,1907,1,20,Rockwell,NC,USA
8591,Chris,Holt,R,R,205,76,1996-09-01,2001-10-02,1971,9,18,Dallas,TX,USA
8592,Vern,Holtgrave,R,R,183,73,1965-09-26,1965-09-26,1942,10,18,Aviston,IL,USA
8593,Jim,Holt,L,R,180,72,1968-04-17,1976-10-03,1944,5,27,Graham,NC,USA
8594,Brian,Holton,R,R,190,74,1985-09-09,1990-07-30,1959,11,29,McKeesport,PA,USA
8596,Red,Holt,L,L,175,71,1925-09-05,1925-10-03,1894,7,25,Dayton,TN,USA
8597,Roger,Holt,B,R,165,71,1980-10-04,1980-10-05,1956,4,8,"Daytona Beach",FL,USA
8599,Ken,Holtzman,R,L,175,74,1965-09-04,1979-09-19,1945,11,3,"St. Louis",MO,USA
8600,Mike,Holtz,L,L,172,69,1996-07-11,2006-05-16,1972,10,10,Arlington,VA,USA
8601,Mark,Holzemer,L,L,165,72,1993-08-21,2000-08-13,1969,8,20,Littleton,CO,USA
8602,Marty,Honan,,,171,70,1890-10-03,1891-06-15,1869,5,29,Chicago,IL,USA
8604,Rick,Honeycutt,L,L,185,73,1977-08-24,1997-05-02,1954,6,29,Chattanooga,TN,USA
8605,Abie,Hood,L,R,152,67,1925-07-13,1925-07-17,1903,1,31,Sanford,NC,USA
8607,Don,Hood,L,L,180,74,1973-07-16,1983-10-02,1949,10,16,Florence,SC,USA
8608,Wally,Hood,R,R,160,71,1920-04-15,1922-04-22,1895,2,9,Whittier,CA,USA
8609,Wally,Hood,R,R,190,73,1949-09-23,1949-09-30,1925,9,24,"Los Angeles",CA,USA
8610,Chris,Hook,R,R,230,77,1995-04-30,1996-09-29,1968,8,4,"San Diego",CA,USA
8611,Buck,Hooker,R,R,,66,1902-09-05,1903-04-29,1880,8,28,Richmond,VA,USA
8612,Jay,Hook,L,R,182,74,1957-09-03,1964-05-03,1936,11,18,Waukegan,IL,USA
8613,Alex,Hooks,L,L,183,73,1935-04-17,1935-05-20,1906,8,29,Edgewood,TX,USA
8614,Bob,Hooper,R,R,195,71,1950-04-19,1955-05-14,1922,5,30,Leamington,ON,CAN
8615,Harry,Hooper,L,R,168,70,1909-04-16,1925-10-04,1887,8,24,"Bell Station",CA,USA
8617,Mike,Hooper,,,165,66,1873-06-27,1873-07-11,1850,2,7,Baltimore,MD,USA
8618,Leon,Hooten,R,R,180,71,1974-04-13,1974-05-06,1948,4,4,Downey,CA,USA
8619,Burt,Hooton,R,R,210,73,1971-06-17,1985-09-06,1950,2,7,Greenville,TX,USA
8620,William,Hoover,R,R,178,73,1884-04-17,1892-10-15,1863,4,12,Philadelphia,PA,USA
8621,Charlie,Hoover,L,R,170,68,1888-10-09,1889-09-28,1865,9,9,"Mound City",IL,USA
8622,Dick,Hoover,L,L,170,72,1952-04-16,1952-04-23,1925,12,11,Columbus,OH,USA
8624,Joe,Hoover,R,R,175,71,1943-04-21,1945-09-23,1915,4,15,Brawley,CA,USA
8625,John,Hoover,R,R,190,74,1990-05-23,1990-05-25,1962,12,22,Fresno,CA,USA
